,precision,recall,f1-score,support
0.0,0.9390204733369428,0.7587178479539102,0.8392949417236034,134867.0
1.0,0.8033075235280251,0.9523809523809523,0.8715154138222737,139545.0
accuracy,0.8572001224436249,0.8572001224436249,0.8572001224436249,0.8572001224436249
macro avg,0.8711639984324839,0.8555494001674313,0.8554051777729386,274412.0
weighted avg,0.8700072247141224,0.8572001224436249,0.8556798147576141,274412.0
